Tile Identifier,Acquisition Date,Tile Grid Region,Tile Grid Horizontal,Tile Grid Vertical,Tile Production Date,Cloud Cover,Cloud Shadow,Snow Ice,Fill (No Data),Spacecraft Identifier,Sensor Identifier,Scene Count,Datum,Map Projection,Units,ARD Version,Level-1 Collection Number,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LR Corner Lat,LR Corner Long,LL Corner Lat,LL Corner Long,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LR Corner Lat dec,LR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,Display ID,Ordering ID,Browse Link
LE07_CU_003003_20180725_20180911_C01_V01,2018/07/25,CU,3,3,2018/09/11,6.9073,1.3777,.0262,18.6503,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20180725_20180911_C01_V01,LE07_CU_003003_20180725_20180911_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20180725_C01_V01
LC08_CU_003003_20180724_20180911_C01_V01,2018/07/24,CU,3,3,2018/09/11,.0209,.002,0,72.1991,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20180724_20180911_C01_V01,LC08_CU_003003_20180724_20180911_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20180724_C01_V01
LE07_CU_003003_20180718_20180907_C01_V01,2018/07/18,CU,3,3,2018/09/07,12.8176,.6503,.0898,70.7696,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20180718_20180907_C01_V01,LE07_CU_003003_20180718_20180907_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20180718_C01_V01
LC08_CU_003003_20180717_20180907_C01_V01,2018/07/17,CU,3,3,2018/09/07,.2163,.0298,.019,1.2258,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20180717_20180907_C01_V01,LC08_CU_003003_20180717_20180907_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20180717_C01_V01
LC08_CU_003003_20180710_20180912_C01_V01,2018/07/10,CU,3,3,2018/09/12,83.3048,1.9069,.0266,63.8671,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20180710_20180912_C01_V01,LC08_CU_003003_20180710_20180912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20180710_C01_V01
LE07_CU_003003_20180709_20180907_C01_V01,2018/07/09,CU,3,3,2018/09/07,76.5262,.1631,0,68.4115,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20180709_20180907_C01_V01,LE07_CU_003003_20180709_20180907_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20180709_C01_V01
LE07_CU_003003_20180702_20180911_C01_V01,2018/07/02,CU,3,3,2018/09/11,82.643,2.0718,.0401,70.7782,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20180702_20180911_C01_V01,LE07_CU_003003_20180702_20180911_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20180702_C01_V01
LC08_CU_003003_20180701_20180907_C01_V01,2018/07/01,CU,3,3,2018/09/07,47.6192,7.6813,.037,1.248,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20180701_20180907_C01_V01,LC08_CU_003003_20180701_20180907_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20180701_C01_V01
LC08_CU_003003_20180624_20180912_C01_V01,2018/06/24,CU,3,3,2018/09/12,.9856,.0673,.0801,63.8095,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20180624_20180912_C01_V01,LC08_CU_003003_20180624_20180912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20180624_C01_V01
LE07_CU_003003_20180623_20180911_C01_V01,2018/06/23,CU,3,3,2018/09/11,82.8209,2.898,.0529,18.5379,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20180623_20180911_C01_V01,LE07_CU_003003_20180623_20180911_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20180623_C01_V01
LC08_CU_003003_20180622_20180912_C01_V01,2018/06/22,CU,3,3,2018/09/12,84.6443,4.2634,.0001,72.5272,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20180622_20180912_C01_V01,LC08_CU_003003_20180622_20180912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20180622_C01_V01
LE07_CU_003003_20180616_20180907_C01_V01,2018/06/16,CU,3,3,2018/09/07,65.7932,6.1635,.0287,82.1756,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20180616_20180907_C01_V01,LE07_CU_003003_20180616_20180907_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20180616_C01_V01
LC08_CU_003003_20180608_20180912_C01_V01,2018/06/08,CU,3,3,2018/09/12,82.7505,3.2674,.0002,64.1408,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20180608_20180912_C01_V01,LC08_CU_003003_20180608_20180912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20180608_C01_V01
LE07_CU_003003_20180607_20180907_C01_V01,2018/06/07,CU,3,3,2018/09/07,87.5619,1.1146,.0171,68.5746,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20180607_20180907_C01_V01,LE07_CU_003003_20180607_20180907_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20180607_C01_V01
LE07_CU_003003_20180531_20180912_C01_V01,2018/05/31,CU,3,3,2018/09/12,87.0365,1.9179,.0288,83.6701,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20180531_20180912_C01_V01,LE07_CU_003003_20180531_20180912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20180531_C01_V01
LC08_CU_003003_20180530_20180912_C01_V01,2018/05/30,CU,3,3,2018/09/12,48.7886,4.988,.6498,2.008,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20180530_20180912_C01_V01,LC08_CU_003003_20180530_20180912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20180530_C01_V01
LC08_CU_003003_20180523_20180912_C01_V01,2018/05/23,CU,3,3,2018/09/12,48.399,3.8873,.0007,60.2342,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20180523_20180912_C01_V01,LC08_CU_003003_20180523_20180912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20180523_C01_V01
LE07_CU_003003_20180522_20180912_C01_V01,2018/05/22,CU,3,3,2018/09/12,3.2532,.7996,.2326,18.6265,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20180522_20180912_C01_V01,LE07_CU_003003_20180522_20180912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20180522_C01_V01
LE07_CU_003003_20180515_20180907_C01_V01,2018/05/15,CU,3,3,2018/09/07,30.7123,2.6236,.3501,70.9035,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20180515_20180907_C01_V01,LE07_CU_003003_20180515_20180907_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20180515_C01_V01
LC08_CU_003003_20180514_20180912_C01_V01,2018/05/14,CU,3,3,2018/09/12,2.4934,.3502,.3023,2.0339,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20180514_20180912_C01_V01,LC08_CU_003003_20180514_20180912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20180514_C01_V01
LC08_CU_003003_20180507_20180912_C01_V01,2018/05/07,CU,3,3,2018/09/12,20.4366,2.3492,1.8562,60.2111,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20180507_20180912_C01_V01,LC08_CU_003003_20180507_20180912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20180507_C01_V01
LE07_CU_003003_20180506_20180908_C01_V01,2018/05/06,CU,3,3,2018/09/08,53.8857,4.0657,1.2038,18.5518,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20180506_20180908_C01_V01,LE07_CU_003003_20180506_20180908_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20180506_C01_V01
LC08_CU_003003_20180505_20180912_C01_V01,2018/05/05,CU,3,3,2018/09/12,71.3221,5.6191,.0697,75.9208,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20180505_20180912_C01_V01,LC08_CU_003003_20180505_20180912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20180505_C01_V01
LE07_CU_003003_20180429_20180912_C01_V01,2018/04/29,CU,3,3,2018/09/12,84.6638,3.2215,.7816,70.9113,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20180429_20180912_C01_V01,LE07_CU_003003_20180429_20180912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20180429_C01_V01
LC08_CU_003003_20180428_20180912_C01_V01,2018/04/28,CU,3,3,2018/09/12,84.8909,4.3845,.0698,1.8699,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20180428_20180912_C01_V01,LC08_CU_003003_20180428_20180912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20180428_C01_V01
LC08_CU_003003_20180421_20180912_C01_V01,2018/04/21,CU,3,3,2018/09/12,50.5066,9.6111,5.4245,61.0753,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20180421_20180912_C01_V01,LC08_CU_003003_20180421_20180912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20180421_C01_V01
LC08_CU_003003_20180405_20180912_C01_V01,2018/04/05,CU,3,3,2018/09/12,100,0,0,61.3679,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20180405_20180912_C01_V01,LC08_CU_003003_20180405_20180912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20180405_C01_V01
LC08_CU_003003_20180403_20180908_C01_V01,2018/04/03,CU,3,3,2018/09/08,100,0,0,74.8201,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20180403_20180908_C01_V01,LC08_CU_003003_20180403_20180908_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20180403_C01_V01
LE07_CU_003003_20180328_20180912_C01_V01,2018/03/28,CU,3,3,2018/09/12,68.3422,3.1347,9.0603,70.7675,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20180328_20180912_C01_V01,LE07_CU_003003_20180328_20180912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20180328_C01_V01
LC08_CU_003003_20180320_20180912_C01_V01,2018/03/20,CU,3,3,2018/09/12,3.0833,.3876,16.9133,61.8794,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20180320_20180912_C01_V01,LC08_CU_003003_20180320_20180912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20180320_C01_V01
LE07_CU_003003_20180319_20180912_C01_V01,2018/03/19,CU,3,3,2018/09/12,35.361,5.5131,4.2223,18.6589,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20180319_20180912_C01_V01,LE07_CU_003003_20180319_20180912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20180319_C01_V01
