Tile Identifier,Acquisition Date,Tile Grid Region,Tile Grid Horizontal,Tile Grid Vertical,Tile Production Date,Cloud Cover,Cloud Shadow,Snow Ice,Fill (No Data),Spacecraft Identifier,Sensor Identifier,Scene Count,Datum,Map Projection,Units,ARD Version,Level-1 Collection Number,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LR Corner Lat,LR Corner Long,LL Corner Lat,LL Corner Long,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LR Corner Lat dec,LR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,Display ID,Ordering ID,Browse Link
LE07_CU_003003_20131202_20170927_C01_V01,2013/12/02,CU,3,3,2017/09/27,84.7778,5.9672,1.1003,18.3323,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20131202_20170927_C01_V01,LE07_CU_003003_20131202_20170927_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20131202_C01_V01
LC08_CU_003003_20131201_20171016_C01_V01,2013/12/01,CU,3,3,2017/10/16,100,0,0,75.8944,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20131201_20171016_C01_V01,LC08_CU_003003_20131201_20171016_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20131201_C01_V01
LE07_CU_003003_20131125_20170927_C01_V01,2013/11/25,CU,3,3,2017/09/27,.5481,.108,2.7695,73.0023,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20131125_20170927_C01_V01,LE07_CU_003003_20131125_20170927_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20131125_C01_V01
LC08_CU_003003_20131124_20171016_C01_V01,2013/11/24,CU,3,3,2017/10/16,4.4835,.871,1.2711,1.7565,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20131124_20171016_C01_V01,LC08_CU_003003_20131124_20171016_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20131124_C01_V01
LE07_CU_003003_20131123_20170927_C01_V01,2013/11/23,CU,3,3,2017/09/27,42.5128,2.5831,.424,80.8259,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20131123_20170927_C01_V01,LE07_CU_003003_20131123_20170927_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20131123_C01_V01
LC08_CU_003003_20131117_20171016_C01_V01,2013/11/17,CU,3,3,2017/10/16,94.8277,2.813,.3375,61.0675,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20131117_20171016_C01_V01,LC08_CU_003003_20131117_20171016_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20131117_C01_V01
LC08_CU_003003_20131115_20171016_C01_V01,2013/11/15,CU,3,3,2017/10/16,99.9566,.0434,0,75.3736,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20131115_20171016_C01_V01,LC08_CU_003003_20131115_20171016_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20131115_C01_V01
LE07_CU_003003_20131109_20170927_C01_V01,2013/11/09,CU,3,3,2017/09/27,99.8194,.1806,0,72.9699,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20131109_20170927_C01_V01,LE07_CU_003003_20131109_20170927_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20131109_C01_V01
LC08_CU_003003_20131108_20171016_C01_V01,2013/11/08,CU,3,3,2017/10/16,99.4537,.5463,0,1.9107,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20131108_20171016_C01_V01,LC08_CU_003003_20131108_20171016_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20131108_C01_V01
LE07_CU_003003_20131107_20170927_C01_V01,2013/11/07,CU,3,3,2017/09/27,31.4097,2.5371,.0944,97.45,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20131107_20170927_C01_V01,LE07_CU_003003_20131107_20170927_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20131107_C01_V01
LC08_CU_003003_20131101_20171016_C01_V01,2013/11/01,CU,3,3,2017/10/16,6.9022,2.4663,.213,61.5544,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20131101_20171016_C01_V01,LC08_CU_003003_20131101_20171016_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20131101_C01_V01
LE07_CU_003003_20131031_20170927_C01_V01,2013/10/31,CU,3,3,2017/09/27,90.8007,1.3083,.1407,39.0114,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20131031_20170927_C01_V01,LE07_CU_003003_20131031_20170927_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20131031_C01_V01
LC08_CU_003003_20131030_20171016_C01_V01,2013/10/30,CU,3,3,2017/10/16,11.3921,1.9863,.0095,74.4833,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20131030_20171016_C01_V01,LC08_CU_003003_20131030_20171016_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20131030_C01_V01
LE07_CU_003003_20131024_20170927_C01_V01,2013/10/24,CU,3,3,2017/09/27,.5416,.0591,.3054,73.0322,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20131024_20170927_C01_V01,LE07_CU_003003_20131024_20170927_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20131024_C01_V01
LC08_CU_003003_20131023_20171016_C01_V01,2013/10/23,CU,3,3,2017/10/16,4.6529,.4041,.0731,1.695,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20131023_20171016_C01_V01,LC08_CU_003003_20131023_20171016_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20131023_C01_V01
LE07_CU_003003_20131022_20170927_C01_V01,2013/10/22,CU,3,3,2017/09/27,.7007,.0298,0,81.1428,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20131022_20170927_C01_V01,LE07_CU_003003_20131022_20170927_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20131022_C01_V01
LC08_CU_003003_20131016_20171016_C01_V01,2013/10/16,CU,3,3,2017/10/16,5.8725,3.6194,.5306,61.0765,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20131016_20171016_C01_V01,LC08_CU_003003_20131016_20171016_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20131016_C01_V01
LE07_CU_003003_20131015_20170927_C01_V01,2013/10/15,CU,3,3,2017/09/27,.9422,.1761,.2796,18.3638,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20131015_20170927_C01_V01,LE07_CU_003003_20131015_20170927_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20131015_C01_V01
LC08_CU_003003_20131014_20171016_C01_V01,2013/10/14,CU,3,3,2017/10/16,.1071,.0176,0,75.2333,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20131014_20171016_C01_V01,LC08_CU_003003_20131014_20171016_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20131014_C01_V01
LE07_CU_003003_20131008_20170927_C01_V01,2013/10/08,CU,3,3,2017/09/27,99.8285,.1545,.0364,85.2238,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20131008_20170927_C01_V01,LE07_CU_003003_20131008_20170927_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20131008_C01_V01
LC08_CU_003003_20131007_20171016_C01_V01,2013/10/07,CU,3,3,2017/10/16,91.261,3.9682,.0199,1.7823,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20131007_20171016_C01_V01,LC08_CU_003003_20131007_20171016_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20131007_C01_V01
LE07_CU_003003_20131006_20170927_C01_V01,2013/10/06,CU,3,3,2017/09/27,3.9053,.2419,0,80.7047,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20131006_20170927_C01_V01,LE07_CU_003003_20131006_20170927_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20131006_C01_V01
LC08_CU_003003_20130930_20171016_C01_V01,2013/09/30,CU,3,3,2017/10/16,96.8768,1.0221,.1459,61.7068,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20130930_20171016_C01_V01,LC08_CU_003003_20130930_20171016_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20130930_C01_V01
LC08_CU_003003_20130928_20171016_C01_V01,2013/09/28,CU,3,3,2017/10/16,100,0,0,74.3441,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20130928_20171016_C01_V01,LC08_CU_003003_20130928_20171016_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20130928_C01_V01
LC08_CU_003003_20130921_20171019_C01_V01,2013/09/21,CU,3,3,2017/10/19,87.6824,5.9852,.0218,1.6543,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20130921_20171019_C01_V01,LC08_CU_003003_20130921_20171019_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20130921_C01_V01
LE07_CU_003003_20130920_20170927_C01_V01,2013/09/20,CU,3,3,2017/09/27,65.5645,34.4355,0,80.0817,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20130920_20170927_C01_V01,LE07_CU_003003_20130920_20170927_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20130920_C01_V01
LC08_CU_003003_20130914_20171016_C01_V01,2013/09/14,CU,3,3,2017/10/16,2.2268,2.1949,.0382,61.0012,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20130914_20171016_C01_V01,LC08_CU_003003_20130914_20171016_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20130914_C01_V01
LE07_CU_003003_20130913_20170927_C01_V01,2013/09/13,CU,3,3,2017/09/27,60.1133,.5052,.0189,18.1828,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20130913_20170927_C01_V01,LE07_CU_003003_20130913_20170927_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20130913_C01_V01
LC08_CU_003003_20130912_20171016_C01_V01,2013/09/12,CU,3,3,2017/10/16,2.4649,.3212,0,75.2579,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20130912_20171016_C01_V01,LC08_CU_003003_20130912_20171016_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20130912_C01_V01
LC08_CU_003003_20130905_20171016_C01_V01,2013/09/05,CU,3,3,2017/10/16,97.2936,2.7064,0,1.8777,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20130905_20171016_C01_V01,LC08_CU_003003_20130905_20171016_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20130905_C01_V01
LE07_CU_003003_20130904_20170927_C01_V01,2013/09/04,CU,3,3,2017/09/27,95.0666,2.2861,0,97.096,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20130904_20170927_C01_V01,LE07_CU_003003_20130904_20170927_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20130904_C01_V01
LC08_CU_003003_20130829_20171016_C01_V01,2013/08/29,CU,3,3,2017/10/16,80.0607,5.654,.0449,60.598,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20130829_20171016_C01_V01,LC08_CU_003003_20130829_20171016_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20130829_C01_V01
LE07_CU_003003_20130828_20170927_C01_V01,2013/08/28,CU,3,3,2017/09/27,45.764,6.6001,.0151,18.0666,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20130828_20170927_C01_V01,LE07_CU_003003_20130828_20170927_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20130828_C01_V01
LC08_CU_003003_20130827_20171016_C01_V01,2013/08/27,CU,3,3,2017/10/16,79.3245,3.5847,.0155,75.4681,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20130827_20171016_C01_V01,LC08_CU_003003_20130827_20171016_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20130827_C01_V01
LC08_CU_003003_20130820_20171016_C01_V01,2013/08/20,CU,3,3,2017/10/16,.1906,.0372,.0223,1.7684,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20130820_20171016_C01_V01,LC08_CU_003003_20130820_20171016_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20130820_C01_V01
LE07_CU_003003_20130819_20170927_C01_V01,2013/08/19,CU,3,3,2017/09/27,21.7527,.9655,0,79.6201,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20130819_20170927_C01_V01,LE07_CU_003003_20130819_20170927_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20130819_C01_V01
LC08_CU_003003_20130813_20171016_C01_V01,2013/08/13,CU,3,3,2017/10/16,.6007,.1088,.0543,61.5916,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20130813_20171016_C01_V01,LC08_CU_003003_20130813_20171016_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20130813_C01_V01
LE07_CU_003003_20130812_20170927_C01_V01,2013/08/12,CU,3,3,2017/09/27,59.3245,2.9631,.034,18.0107,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20130812_20170927_C01_V01,LE07_CU_003003_20130812_20170927_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20130812_C01_V01
LC08_CU_003003_20130811_20171016_C01_V01,2013/08/11,CU,3,3,2017/10/16,97.9913,1.2188,.0155,74.6764,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20130811_20171016_C01_V01,LC08_CU_003003_20130811_20171016_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20130811_C01_V01
LE07_CU_003003_20130805_20170927_C01_V01,2013/08/05,CU,3,3,2017/09/27,3.4034,.9857,.0813,71.6966,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20130805_20170927_C01_V01,LE07_CU_003003_20130805_20170927_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20130805_C01_V01
LC08_CU_003003_20130804_20171016_C01_V01,2013/08/04,CU,3,3,2017/10/16,1.0663,.4888,.0155,1.6546,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LC08_CU_003003_20130804_20171016_C01_V01,LC08_CU_003003_20130804_20171016_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LC08_CU_003003_20130804_C01_V01
LE07_CU_003003_20130803_20170927_C01_V01,2013/08/03,CU,3,3,2017/09/27,44.9278,4.4661,.0001,82.0295,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LE07_CU_003003_20130803_20170927_C01_V01,LE07_CU_003003_20130803_20170927_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LE07_CU_003003_20130803_C01_V01
