Tile Identifier,Acquisition Date,Tile Grid Region,Tile Grid Horizontal,Tile Grid Vertical,Tile Production Date,Cloud Cover,Cloud Shadow,Snow Ice,Fill (No Data),Spacecraft Identifier,Sensor Identifier,Scene Count,Datum,Map Projection,Units,ARD Version,Level-1 Collection Number,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LR Corner Lat,LR Corner Long,LL Corner Lat,LL Corner Long,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LR Corner Lat dec,LR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,Display ID,Ordering ID,Browse Link
LT05_CU_003003_19840516_20170912_C01_V01,1984/05/16,CU,3,3,2017/09/12,61.1949,11.999,3.1613,1.2917,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19840516_20170912_C01_V01,LT05_CU_003003_19840516_20170912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19840516_C01_V01
LT05_CU_003003_19840414_20170912_C01_V01,1984/04/14,CU,3,3,2017/09/12,3.0445,.5147,7.7887,63.1209,LANDSAT_5,TM,1,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19840414_20170912_C01_V01,LT05_CU_003003_19840414_20170912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19840414_C01_V01
LT05_CU_003003_19840617_20170912_C01_V01,1984/06/17,CU,3,3,2017/09/12,8.0882,2.3583,1.1089,1.7568,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19840617_20170912_C01_V01,LT05_CU_003003_19840617_20170912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19840617_C01_V01
LT05_CU_003003_19840804_20170912_C01_V01,1984/08/04,CU,3,3,2017/09/12,3.1431,1.458,.0485,3.2854,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19840804_20170912_C01_V01,LT05_CU_003003_19840804_20170912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19840804_C01_V01
LT04_CU_003003_19821229_20170912_C01_V01,1982/12/29,CU,3,3,2017/09/12,42.3582,7.0029,6.8495,24.1587,LANDSAT_4,TM,1,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT04_CU_003003_19821229_20170912_C01_V01,LT04_CU_003003_19821229_20170912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT04_CU_003003_19821229_C01_V01
LT04_CU_003003_19821120_20170912_C01_V01,1982/11/20,CU,3,3,2017/09/12,78.1007,14.7163,8.2689,79.0737,LANDSAT_4,TM,1,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT04_CU_003003_19821120_20170912_C01_V01,LT04_CU_003003_19821120_20170912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT04_CU_003003_19821120_C01_V01
LT04_CU_003003_19830130_20170912_C01_V01,1983/01/30,CU,3,3,2017/09/12,91.0102,2.694,5.5816,2.257,LANDSAT_4,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT04_CU_003003_19830130_20170912_C01_V01,LT04_CU_003003_19830130_20170912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT04_CU_003003_19830130_C01_V01
LT05_CU_003003_19840601_20170912_C01_V01,1984/06/01,CU,3,3,2017/09/12,7.587,.6007,2.7435,1.6638,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19840601_20170912_C01_V01,LT05_CU_003003_19840601_20170912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19840601_C01_V01
LT05_CU_003003_19840523_20170912_C01_V01,1984/05/23,CU,3,3,2017/09/12,45.3264,13.3554,6.834,73.6148,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19840523_20170912_C01_V01,LT05_CU_003003_19840523_20170912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19840523_C01_V01
LT05_CU_003003_19840507_20170912_C01_V01,1984/05/07,CU,3,3,2017/09/12,41.8475,3.6657,.1247,70.4956,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19840507_20170912_C01_V01,LT05_CU_003003_19840507_20170912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19840507_C01_V01
LT05_CU_003003_19840610_20170912_C01_V01,1984/06/10,CU,3,3,2017/09/12,63.1172,3.8389,2.1262,62.574,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19840610_20170912_C01_V01,LT05_CU_003003_19840610_20170912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19840610_C01_V01
LT04_CU_003003_19821204_20170912_C01_V01,1982/12/04,CU,3,3,2017/09/12,28.6768,6.6558,6.4035,74.8576,LANDSAT_4,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT04_CU_003003_19821204_20170912_C01_V01,LT04_CU_003003_19821204_20170912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT04_CU_003003_19821204_C01_V01
LT05_CU_003003_19840624_20170912_C01_V01,1984/06/24,CU,3,3,2017/09/12,24.0453,7.6682,.0075,74.6567,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19840624_20170912_C01_V01,LT05_CU_003003_19840624_20170912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19840624_C01_V01
LT05_CU_003003_19840728_20170912_C01_V01,1984/07/28,CU,3,3,2017/09/12,38.8538,3.7022,.1683,59.1824,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19840728_20170912_C01_V01,LT05_CU_003003_19840728_20170912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19840728_C01_V01
LT05_CU_003003_19840710_20170912_C01_V01,1984/07/10,CU,3,3,2017/09/12,9.7139,.6248,0,73.3949,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19840710_20170912_C01_V01,LT05_CU_003003_19840710_20170912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19840710_C01_V01
LT05_CU_003003_19841201_20170912_C01_V01,1984/12/01,CU,3,3,2017/09/12,75.0799,4.9353,1.886,70.2143,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19841201_20170912_C01_V01,LT05_CU_003003_19841201_20170912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19841201_C01_V01
LT05_CU_003003_19841203_20170912_C01_V01,1984/12/03,CU,3,3,2017/09/12,59.9958,27.1298,3.1909,80.2357,LANDSAT_5,TM,1,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19841203_20170912_C01_V01,LT05_CU_003003_19841203_20170912_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19841203_C01_V01
LT05_CU_003003_19850228_20170913_C01_V01,1985/02/28,CU,3,3,2017/09/13,53.3479,9.1332,11.008,1.5986,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19850228_20170913_C01_V01,LT05_CU_003003_19850228_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19850228_C01_V01
LT05_CU_003003_19841219_20170913_C01_V01,1984/12/19,CU,3,3,2017/09/13,28.1587,8.3249,68.4409,79.4773,LANDSAT_5,TM,1,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19841219_20170913_C01_V01,LT05_CU_003003_19841219_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19841219_C01_V01
LT05_CU_003003_19850102_20170913_C01_V01,1985/01/02,CU,3,3,2017/09/13,40.251,5.887,4.5071,72.7501,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19850102_20170913_C01_V01,LT05_CU_003003_19850102_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19850102_C01_V01
LT05_CU_003003_19850212_20170913_C01_V01,1985/02/12,CU,3,3,2017/09/13,41.3414,9.841,22.2261,1.5665,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19850212_20170913_C01_V01,LT05_CU_003003_19850212_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19850212_C01_V01
LT05_CU_003003_19850316_20170913_C01_V01,1985/03/16,CU,3,3,2017/09/13,3.1209,.24,16.6409,1.5977,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19850316_20170913_C01_V01,LT05_CU_003003_19850316_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19850316_C01_V01
LT05_CU_003003_19850611_20170913_C01_V01,1985/06/11,CU,3,3,2017/09/13,.0104,0,0,75.9776,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19850611_20170913_C01_V01,LT05_CU_003003_19850611_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19850611_C01_V01
LT05_CU_003003_19850613_20170913_C01_V01,1985/06/13,CU,3,3,2017/09/13,72.1913,10.1933,.8079,77.3129,LANDSAT_5,TM,1,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19850613_20170913_C01_V01,LT05_CU_003003_19850613_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19850613_C01_V01
LT05_CU_003003_19850731_20170913_C01_V01,1985/07/31,CU,3,3,2017/09/13,76.0065,5.6313,.0056,76.3644,LANDSAT_5,TM,1,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19850731_20170913_C01_V01,LT05_CU_003003_19850731_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19850731_C01_V01
LT05_CU_003003_19850401_20170913_C01_V01,1985/04/01,CU,3,3,2017/09/13,17.6556,3.8145,22.7366,1.5923,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19850401_20170913_C01_V01,LT05_CU_003003_19850401_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19850401_C01_V01
LT05_CU_003003_19850620_20170913_C01_V01,1985/06/20,CU,3,3,2017/09/13,4.9145,.6416,.2864,2.1959,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19850620_20170913_C01_V01,LT05_CU_003003_19850620_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19850620_C01_V01
LT05_CU_003003_19850823_20170913_C01_V01,1985/08/23,CU,3,3,2017/09/13,30.1924,12.9764,.0031,63.5475,LANDSAT_5,TM,1,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19850823_20170913_C01_V01,LT05_CU_003003_19850823_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19850823_C01_V01
LT05_CU_003003_19850706_20170913_C01_V01,1985/07/06,CU,3,3,2017/09/13,29.5706,3.738,.1054,2.3495,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19850706_20170913_C01_V01,LT05_CU_003003_19850706_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19850706_C01_V01
LT05_CU_003003_19850830_20170913_C01_V01,1985/08/30,CU,3,3,2017/09/13,81.685,2.8628,.002,97.3934,LANDSAT_5,TM,1,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19850830_20170913_C01_V01,LT05_CU_003003_19850830_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19850830_C01_V01
LT05_CU_003003_19850722_20170913_C01_V01,1985/07/22,CU,3,3,2017/09/13,62.1375,7.9473,.0327,2.3851,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19850722_20170913_C01_V01,LT05_CU_003003_19850722_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19850722_C01_V01
LT05_CU_003003_19850715_20170913_C01_V01,1985/07/15,CU,3,3,2017/09/13,.6147,.0504,.0991,60.1057,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19850715_20170913_C01_V01,LT05_CU_003003_19850715_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19850715_C01_V01
LT05_CU_003003_19850729_20170913_C01_V01,1985/07/29,CU,3,3,2017/09/13,20.2283,3.3193,.0043,77.0918,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19850729_20170913_C01_V01,LT05_CU_003003_19850729_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19850729_C01_V01
LT05_CU_003003_19850814_20170913_C01_V01,1985/08/14,CU,3,3,2017/09/13,22.7713,3.6448,0,76.868,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19850814_20170913_C01_V01,LT05_CU_003003_19850814_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19850814_C01_V01
LT05_CU_003003_19850915_20170913_C01_V01,1985/09/15,CU,3,3,2017/09/13,49.9174,13.3412,.0039,77.1867,LANDSAT_5,TM,1,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19850915_20170913_C01_V01,LT05_CU_003003_19850915_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19850915_C01_V01
LT05_CU_003003_19851001_20170913_C01_V01,1985/10/01,CU,3,3,2017/09/13,100,0,.0008,97.5079,LANDSAT_5,TM,1,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19851001_20170913_C01_V01,LT05_CU_003003_19851001_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19851001_C01_V01
LT05_CU_003003_19851010_20170913_C01_V01,1985/10/10,CU,3,3,2017/09/13,43.598,8.9275,.3701,2.3533,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19851010_20170913_C01_V01,LT05_CU_003003_19851010_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19851010_C01_V01
LT05_CU_003003_19850816_20170913_C01_V01,1985/08/16,CU,3,3,2017/09/13,.3605,.0299,.0974,60.2861,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19850816_20170913_C01_V01,LT05_CU_003003_19850816_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19850816_C01_V01
LT05_CU_003003_19851017_20170913_C01_V01,1985/10/17,CU,3,3,2017/09/13,13.9034,2.3722,.0017,77.3367,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19851017_20170913_C01_V01,LT05_CU_003003_19851017_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19851017_C01_V01
LT05_CU_003003_19851003_20170913_C01_V01,1985/10/03,CU,3,3,2017/09/13,19.5376,1.4515,.1455,60.4186,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19851003_20170913_C01_V01,LT05_CU_003003_19851003_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19851003_C01_V01
LT05_CU_003003_19850924_20170913_C01_V01,1985/09/24,CU,3,3,2017/09/13,.2113,.0526,.0619,2.1444,LANDSAT_5,TM,2,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19850924_20170913_C01_V01,LT05_CU_003003_19850924_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19850924_C01_V01
LT05_CU_003003_19850908_20170913_C01_V01,1985/09/08,CU,3,3,2017/09/13,90.0594,3.5388,.0139,26.3619,LANDSAT_5,TM,1,WGS84,AEA,METERS,01,01,44°41'17.09"N,121°16'45.91"W,46°21'24.46"N,121°16'45.91"W,46°21'24.46"N,123°39'10.66"W,44°41'17.09"N,123°39'10.66"W,44.6880805402,-121.279418402,46.35679328,-121.279418402,46.35679328,-123.652959903,44.6880805402,-123.652959903,LT05_CU_003003_19850908_20170913_C01_V01,LT05_CU_003003_19850908_20170913_C01_V01,https://earthexplorer.usgs.gov/browse-link/14320/LT05_CU_003003_19850908_C01_V01
